state,electorate,site_id,latitude,longitude,legs,description,layout_1,layout_1_enter,layout_2,layout_2_enter,layout_3,layout_3_enter,layout_4,layout_4_enter,layout_5,layout_5_enter,layout_6,layout_6_enter,leg1-2,leg1-3,leg1-4,leg1-5,leg1-6,leg2-1,leg2-3,leg2-4,leg2-5,leg2-6,leg3-1,leg3-2,leg3-4,leg3-5,leg3-6,leg4-1,leg4-2,leg4-3,leg4-5,leg4-6,leg5-1,leg5-2,leg5-3,leg5-4,leg5-6,leg6-1,leg6-2,leg6-3,leg6-4,leg6-5,leg1_enter,leg1_exit,leg1_total,leg2_enter,leg2_exit,leg2_total,leg3_enter,leg3_exit,leg3_total,leg4_enter,leg4_exit,leg4_total,leg5_enter,leg5_exit,leg5_total,leg6_enter,leg6_exit,leg6_total,female,male,not known,total,year,7:00 AM,7:15 AM,7:30 AM,7:45 AM,8:00 AM,8:15 AM,8:30 AM,8:45 AM,location,geolocation
VIC,Melbourne,4405,-37.793993,144.941956,3,"Melrose St [N], Melrose St [S], Mark St [W]",8,188,188,8,278,98,,,,,,,13,0,,,,6,0,,,,1,0,,,,,,,,,,,,,,,,,,,13,7,20,6,13,19,1,0,1,,,,,,,,,,,,20,20,2010,,,,,,,,,POINT (144.941956 -37.793993),"-37.793993, 144.941956"
VIC,Melbourne,4417,-37.808903,144.966278,4,"La Trobe St [E], Russell St (city) [S], La Trobe St [W], Russell St [N]",70,250,160,340,250,70,340,160,,,,,22,251,1,,,0,3,8,,,57,15,3,,,1,49,27,,,,,,,,,,,,,274,58,332,11,86,97,75,281,356,77,12,89,,,,,,,,,437,437,2010,,,,,,,,,POINT (144.966278 -37.808903),"-37.808903, 144.966278"
VIC,Melbourne,4438,-37.818619,144.970248,3,"Princes Walk [E], Low Path to river bank [SW], High Path to Swanston St [W]",85,265,245,65,278,98,,,,,,,154,115,,,,67,9,,,,41,11,,,,,,,,,,,,,,,,,,,269,108,377,76,165,241,52,124,176,,,,,,,,,,,,397,397,2010,,,,,,,,,POINT (144.970248 -37.818619),"-37.818619, 144.970248"
VIC,Melbourne,4405,-37.793993,144.941956,3,"Melrose St [N], Melrose St [S], Mark St [W]",8,188,188,8,278,98,,,,,,,8,0,,,,4,0,,,,0,4,,,,,,,,,,,,,,,,,,,8,4,12,4,12,16,4,0,4,,,,,,,,,,,,16,16,2011,,,,,,,,,POINT (144.941956 -37.793993),"-37.793993, 144.941956"
VIC,Melbourne,4443,-37.8211,144.955046,4,"Flinders St towards Spring St [E], Spencer St [S], Flinders St [W], Spencer St [N]",70,250,162,342,250,70,342,162,,,,,5,27,0,,,11,10,102,,,22,7,7,,,0,35,11,,,,,,,,,,,,,32,33,65,123,47,170,36,48,84,46,109,155,,,,,,,,,237,237,2011,,,,,,,,,POINT (144.955046 -37.8211),"-37.8211, 144.955046"
VIC,Melbourne,4446,-37.823105,144.977808,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,675,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,675,62,737,62,675,737,,,,,,,,,,,,,,,737,737,2011,,,,,,,,,POINT (144.977808 -37.823105),"-37.823105, 144.977808"
VIC,Melbourne,4449,-37.824209,144.952186,4,"South Wharf Prom [E], Capital City Trail [SE], Capital City Trail [W], Seafarers Bridge [N]",83,263,125,305,262,82,340,160,,,,,0,3,0,,,198,58,0,,,191,30,0,,,0,32,7,,,,,,,,,,,,,3,389,392,256,62,318,221,68,289,39,0,39,,,,,,,,,519,519,2011,,,,,,,,,POINT (144.952186 -37.824209),"-37.824209, 144.952186"
VIC,Melbourne,4450,-37.825213,144.957006,5,"Whiteman St [NE], Clarendon St [S], Whiteman St [SW], Normanby Rd/Trail [SW], Clarendon St [N]",50,230,160,340,213,33,236,56,340,160,,,1,,7,5,,0,,1,107,,,,,,,10,3,,321,,9,49,,49,,,,,,,13,19,32,108,53,161,,,,334,57,391,107,433,540,,,,,,562,562,2011,,,,,,,,,POINT (144.957006 -37.825213),"-37.825213, 144.957006"
VIC,Melbourne,4983,-37.810411,144.983541,4,"Clarendon St [N], Albert St [E], Clarendon St [S], Albert St [W]",7,187,98,278,187,7,279,99,,,,,8,164,95,,,1,5,150,,,26,1,62,,,2,18,46,,,,,,,,,,,,,267,29,296,156,27,183,89,215,304,66,307,373,,,,,,,,,578,578,2011,,,,,,,,,POINT (144.983541 -37.810411),"-37.810411, 144.983541"
VIC,Melbourne,4399,-37.787979,144.959,2,"Royal Pde/shared path [N], Royal Pde/shared path [S]",5,185,186,6,,,,,,,,,1130,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,1130,57,1187,57,1130,1187,,,,,,,,,,,,,,,1187,1187,2012,,,,,,,,,POINT (144.959 -37.787979),"-37.787979, 144.959"
VIC,Melbourne,4409,-37.795421,144.93885,5,"Boundary Rd [N], Canning St [E], Macaulay Rd [SE], Boundary Rd [S], Macaulay Rd [W]",8,188,98,278,140,320,188,8,278,98,,,0,4,0,3,,0,0,0,5,,1,0,1,11,,1,1,0,1,,0,26,135,0,,,,,,,7,2,9,5,27,32,13,139,152,3,1,4,161,20,181,,,,,,189,189,2012,,,,,,,,,POINT (144.93885 -37.795421),"-37.795421, 144.93885"
VIC,Melbourne,4414,-37.804562,144.963226,4,"Swanston St [N], Queensberry St [E], Swanston St [S], Queensberry St [W]",8,188,98,278,188,8,278,98,,,,,27,206,6,,,5,20,148,,,69,2,9,,,0,166,52,,,,,,,,,,,,,239,74,313,173,195,368,80,278,358,218,163,381,,,,,,,,,710,710,2012,,,,,,,,,POINT (144.963226 -37.804562),"-37.804562, 144.963226"
VIC,Melbourne,4422,-37.80994,144.935898,4,"Upstream direction [N], Capital City Trail [E], Pearl River Rd [S], Footscray Rd bridge [W]",8,188,108,288,188,8,283,103,,,,,367,47,20,,,23,0,28,,,1,0,1,,,30,550,19,,,,,,,,,,,,,434,54,488,51,917,968,2,66,68,599,49,648,,,,,,,,,1086,1086,2012,,,,,,,,,POINT (144.935898 -37.80994),"-37.80994, 144.935898"
VIC,Melbourne,4441,-37.820346,144.957546,4,"Flinders St towards Spring St [E], King St [S], Flinders St [W], King St [N]",70,250,160,340,250,70,340,160,,,,,2,28,22,,,13,0,38,,,16,0,1,,,4,8,0,,,,,,,,,,,,,52,33,85,51,10,61,17,28,45,12,61,73,,,,,,,,,132,132,2012,,,,,,,,,POINT (144.957546 -37.820346),"-37.820346, 144.957546"
VIC,Melbourne,4444,-37.822382,144.947632,5,"Path to McCrae St [E], Jim Stynes Bridge [SE], Webb Bridge [S], Navigation Drive [W], Harbour Esp [N]",86,266,150,330,175,355,281,101,348,168,,,,0,5,0,,,,,,,1,,49,51,,2,,1,80,,31,,22,403,,,,,,,5,34,39,,,,101,23,124,83,457,540,456,131,587,,,,,,645,645,2012,,,,,,,,,POINT (144.947632 -37.822382),"-37.822382, 144.947632"
VIC,Melbourne,4446,-37.823105,144.977808,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,841,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,841,57,898,57,841,898,,,,,,,,,,,,,,,898,898,2012,,,,,,,,,POINT (144.977808 -37.823105),"-37.823105, 144.977808"
VIC,Melbourne,4405,-37.793993,144.941956,3,"Melrose St [N], Melrose St [S], Mark St [W]",8,188,188,8,278,98,,,,,,,14,2,,,,5,0,,,,1,1,,,,,,,,,,,,,,,,,,,16,6,22,5,15,20,2,2,4,,,,,,,,,,,,23,23,2013,,,,,,,,,POINT (144.941956 -37.793993),"-37.793993, 144.941956"
VIC,Melbourne,4425,-37.811039,144.958847,4,"La Trobe towards Exhibition St [E], Queen St [S], La Trobe St [W], Queen St [N]",70,250,160,340,250,70,340,160,,,,,35,173,10,,,1,6,8,,,145,22,4,,,3,70,4,,,,,,,,,,,,,218,149,367,15,127,142,171,183,354,77,22,99,,,,,,,,,481,481,2013,,,,,,,,,POINT (144.958847 -37.811039),"-37.811039, 144.958847"
VIC,Melbourne,4429,-37.812531,144.953873,4,"La Trobe [E], King St (city) [S], La Trobe St [W], King St [N]",70,250,160,340,250,70,340,160,,,,,1,220,35,,,3,10,40,,,111,2,4,,,0,6,3,,,,,,,,,,,,,256,114,370,53,9,62,117,233,350,9,79,88,,,,,,,,,435,435,2013,,,,,,,,,POINT (144.953873 -37.812531),"-37.812531, 144.953873"
VIC,Melbourne,4431,-37.813323,144.973964,4,"MacArthur St dogleg [NE], Spring St [S], Collins St [W], Spring St [N]",23,203,160,340,250,70,340,160,,,,,91,434,1,,,14,10,60,,,39,4,8,,,2,111,20,,,,,,,,,,,,,526,55,581,84,206,290,51,464,515,133,69,202,,,,,,,,,794,794,2013,,,,,,,,,POINT (144.973964 -37.813323),"-37.813323, 144.973964"
VIC,Melbourne,4438,-37.818619,144.970248,3,"Princes Walk [E], Low Path to river bank [SW], High Path to Swanston St [W]",85,265,245,65,278,98,,,,,,,440,373,,,,92,32,,,,96,11,,,,,,,,,,,,,,,,,,,813,188,1001,124,451,575,107,405,512,,,,,,,,,,,,1044,1044,2013,,,,,,,,,POINT (144.970248 -37.818619),"-37.818619, 144.970248"
VIC,Melbourne,4441,-37.820346,144.957546,4,"Flinders St towards Spring St [E], King St [S], Flinders St [W], King St [N]",70,250,160,340,250,70,340,160,,,,,0,53,22,,,11,0,65,,,23,0,4,,,3,9,3,,,,,,,,,,,,,75,37,112,76,9,85,27,56,83,15,91,106,,,,,,,,,193,193,2013,,,,,,,,,POINT (144.957546 -37.820346),"-37.820346, 144.957546"
VIC,Melbourne,4446,-37.823105,144.977808,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,1018,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,1018,75,1093,75,1018,1093,,,,,,,,,,,,,,,1093,1093,2013,,,,,,,,,POINT (144.977808 -37.823105),"-37.823105, 144.977808"
VIC,Melbourne,4450,-37.825213,144.957006,5,"Whiteman St [NE], Clarendon St [S], Whiteman St [SW], Normanby Rd/Trail [SW], Clarendon St [N]",50,230,160,340,213,33,236,56,340,160,,,5,,13,15,,3,,1,27,,,,,,,27,3,,552,,3,73,,127,,,,,,,33,33,66,31,81,112,,,,582,141,723,203,594,797,,,,,,849,849,2013,,,,,,,,,POINT (144.957006 -37.825213),"-37.825213, 144.957006"
VIC,Melbourne,4411,-37.796627,144.951172,4,"Gatehouse St [NE], Flemington Rd [SE], Harker St [SW], Flemington Rd [NW]",45,225,135,315,225,45,315,135,,,,,8,48,22,,,1,4,35,,,29,18,6,,,6,363,13,,,,,,,,,,,,,78,36,114,40,389,429,53,65,118,382,63,445,,,,,,,0,0,553,553,2014,,,,,,,,,POINT (144.951172 -37.796627),"-37.796627, 144.951172"
VIC,Melbourne,4414,-37.804562,144.963226,4,"Swanston St [N], Queensberry St [E], Swanston St [S], Queensberry St [W]",8,188,98,278,188,8,278,98,,,,,14,236,7,,,3,26,106,,,145,9,24,,,1,146,71,,,,,,,,,,,,,257,149,406,135,169,304,178,333,511,218,137,355,,,,,,,0,0,788,788,2014,,,,,,,,,POINT (144.963226 -37.804562),"-37.804562, 144.963226"
VIC,Melbourne,4433,-37.815089,144.944713,3,"La Trobe [E], Capital City Trail/Harbour Esp [S], Capital City Trail/Harbour Esp [N]",70,250,161,341,341,161,,,,,,,129,45,,,,64,140,,,,287,1049,,,,,,,,,,,,,,,,,,,174,351,525,204,1178,1382,1336,185,1521,,,,,,,,,,0,0,1714,1714,2014,,,,,,,,,POINT (144.944713 -37.815089),"-37.815089, 144.944713"
VIC,Melbourne,4436,-37.817448,144.967438,4,"Flinders St [E], Swanston St [S], Flinders St [W], Swanston St [N]",70,250,160,340,250,70,340,160,,,,,24,39,2,,,99,65,1002,,,18,30,7,,,8,482,0,,,,,,,,,,,,,65,125,190,1166,536,1702,55,104,159,490,1011,1501,,,,,,,494,1282,0,1776,2014,,,,,,,,,POINT (144.967438 -37.817448),"-37.817448, 144.967438"
VIC,Melbourne,4437,-37.818424,144.973917,3,"The footbridge [E], William Barak Footbridge [SE], Path to Swanston St [W]",86,266,113,293,267,87,,,,,,,5,503,,,,1,358,,,,138,65,,,,,,,,,,,,,,,,,,,508,139,647,359,70,429,203,861,1064,,,,,,,,,,0,0,1070,1070,2014,,,,,,,,,POINT (144.973917 -37.818424),"-37.818424, 144.973917"
VIC,Melbourne,4449,-37.824209,144.952186,4,"South Wharf Prom [E], Capital City Trail [SE], Capital City Trail [W], Seafarers Bridge [N]",83,263,125,305,262,82,340,160,,,,,0,4,0,,,0,374,159,,,11,379,71,,,0,14,12,,,,,,,,,,,,,4,11,15,533,393,926,461,390,851,26,230,256,,,,,,,211,813,0,1024,2014,,,,,,,,,POINT (144.952186 -37.824209),"-37.824209, 144.952186"
VIC,Melbourne,4454,-37.78757,144.939982,4,"Capital City Trail Ramp [NE], Flemington Rd [SE], Capital City Trail [SW], Mt Alexander Rd [N]",64,244,138,318,235,55,340,160,,,,,6,297,8,0,,2,4,3,11,,67,4,16,0,,29,8,266,0,,0,198,0,0,,,,,,,311,98,409,20,216,236,87,567,654,303,27,330,198,11,209,,,,0,0,919,919,2014,,,,,,,,,POINT (144.939982 -37.78757),"-37.78757, 144.939982"
VIC,Melbourne,4412,-37.799747,144.957474,4,"Royal Pde [N], Grattan St [E], Royal Pde (city) [S], Grattan St [W]",6,186,98,278,185,5,278,98,,,,,94,801,21,,,24,10,190,,,14,6,3,,,36,132,23,,,,,,,,,,,,,916,74,990,224,232,456,23,834,857,191,214,405,,,,,,,475,859,20,1354,2015,64,92,105,160,185,192,240,316,POINT (144.957474 -37.799747),"-37.799747, 144.957474"
VIC,Melbourne,4413,-37.800289,144.943954,4,"Arden St towards Curzon St [E], Drvyburgh St [S], Arden St [W], Macaulay Rd [NW]",98,278,188,8,278,98,320,140,,,,,3,22,6,,,1,4,4,,,226,11,5,,,93,64,3,,,,,,,,,,,,,31,320,351,9,78,87,242,29,271,160,15,175,,,,,,,146,295,1,442,2015,18,30,53,48,96,61,87,49,POINT (144.943954 -37.800289),"-37.800289, 144.943954"
VIC,Melbourne,4414,-37.804562,144.963226,4,"Swanston St [N], Queensberry St [E], Swanston St [S], Queensberry St [W]",8,188,98,278,188,8,278,98,,,,,19,340,6,,,9,38,141,,,201,8,14,,,3,188,108,,,,,,,,,,,,,365,213,578,188,215,403,223,486,709,299,161,460,,,,,,,411,659,5,1075,2015,32,83,86,124,174,178,226,172,POINT (144.963226 -37.804562),"-37.804562, 144.963226"
VIC,Melbourne,4418,-37.809248,144.972971,4,"Nicholson St [N], Albert St [E], Nicholson St [S], Lonsdale St [W]",8,188,98,278,188,8,250,70,,,,,29,190,10,,,37,68,209,,,47,6,1,,,7,24,8,,,,,,,,,,,,,229,91,320,314,59,373,54,266,320,39,220,259,,,,,,,198,437,1,636,2015,28,37,61,89,103,107,109,102,POINT (144.972971 -37.809248),"-37.809248, 144.972971"
VIC,Melbourne,4441,-37.820346,144.957546,4,"Flinders St towards Spring St [E], King St [S], Flinders St [W], King St [N]",70,250,160,340,250,70,340,160,,,,,4,40,11,,,11,0,67,,,18,0,5,,,2,9,3,,,,,,,,,,,,,55,31,86,78,13,91,23,43,66,14,83,97,,,,,,,40,125,5,170,2015,16,13,21,19,28,24,23,26,POINT (144.957546 -37.820346),"-37.820346, 144.957546"
VIC,Melbourne,4448,-37.823795,144.947479,3,"Capital City Trail [E], Path to marina [S], Webb Bridge [N]",100,280,190,10,345,165,,,,,,,75,121,,,,38,37,,,,121,127,,,,,,,,,,,,,,,,,,,196,159,355,75,202,277,248,158,406,,,,,,,,,,102,406,11,519,2015,32,50,44,72,86,92,81,62,POINT (144.947479 -37.823795000000004),"-37.823795, 144.947479"
VIC,Melbourne,4421,-37.809612,144.963791,4,"La Trobe St [E], Swanston St (city) [S], La Trobe St [W], Swanston St [N]",70,250,160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,1076,0,1583,2016,74,109,123,231,216,279,307,244,POINT (144.963791 -37.809612),"-37.809612, 144.963791"
VIC,Melbourne,4443,-37.8211,144.955046,4,"Flinders St towards Spring St [E], Spencer St [S], Flinders St [W], Spencer St [N]",70,250,162,342,250,70,342,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,229,4,288,2016,26,22,28,30,41,44,51,46,POINT (144.955046 -37.8211),"-37.8211, 144.955046"
VIC,Melbourne,4444,-37.822382,144.947632,5,"Path to McCrae St [E], Jim Stynes Bridge [SE], Webb Bridge [S], Navigation Drive [W], Harbour Esp [N]",86,266,150,330,175,355,281,101,348,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,725,0,966,2016,70,81,89,144,163,176,159,84,POINT (144.947632 -37.822382),"-37.822382, 144.947632"
VIC,Melbourne,4447,-37.823317,144.970126,4,"Linlithgow Ave [E], St Kilda Rd [S], Southbank Blvd [W], St Kilda Rd [N]",70,250,160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,997,1,1501,2016,84,118,132,197,249,206,248,267,POINT (144.970126 -37.823317),"-37.823317, 144.970126"
VIC,Melbourne,4449,-37.824209,144.952186,4,"South Wharf Prom [E], Capital City Trail [SE], Capital City Trail [W], Seafarers Bridge [N]",83,263,125,305,262,82,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,798,0,1012,2016,66,74,130,155,176,162,146,103,POINT (144.952186 -37.824209),"-37.824209, 144.952186"
VIC,Melbourne,4429,-37.812531,144.953873,4,"La Trobe [E], King St (city) [S], La Trobe St [W], King St [N]",70,250,160,340,250,70,340,160,,,,,16,236,6,,,0,1,1,,,317,34,2,,,11,15,15,,,,,,,,,,,,,258,328,586,2,65,67,353,252,605,41,9,50,,,,,,,147,507,0,654,2017,27,54,62,86,94,118,109,104,POINT (144.953873 -37.812531),"-37.812531, 144.953873"
VIC,Melbourne,4434,-37.815277,144.974854,3,"Wellington Pde [E], Flinders St [W], Spring St [N]",98,278,250,70,340,160,,,,,,,49,44,,,,22,98,,,,8,23,,,,,,,,,,,,,,,,,,,93,30,123,120,72,192,31,142,173,,,,,,,,,,88,156,0,244,2017,15,18,29,30,40,27,46,39,POINT (144.974854 -37.815277),"-37.815277, 144.974854"
VIC,Melbourne,4436,-37.817448,144.967438,4,"Flinders St [E], Swanston St [S], Flinders St [W], Swanston St [N]",70,250,160,340,250,70,340,160,,,,,60,51,2,,,101,97,949,,,41,24,7,,,7,472,5,,,,,,,,,,,,,113,149,262,1147,556,1703,72,153,225,484,958,1442,,,,,,,532,1263,21,1816,2017,97,119,209,200,274,294,341,282,POINT (144.967438 -37.817448),"-37.817448, 144.967438"
VIC,Melbourne,4437,-37.818424,144.973917,3,"The footbridge [E], William Barak Footbridge [SE], Path to Swanston St [W]",86,266,113,293,267,87,,,,,,,1,573,,,,2,372,,,,119,71,,,,,,,,,,,,,,,,,,,574,121,695,374,72,446,190,945,1135,,,,,,,,,,258,880,0,1138,2017,69,99,132,158,180,188,183,129,POINT (144.973917 -37.818424),"-37.818424, 144.973917"
VIC,Melbourne,4440,-37.81992,144.96138,4,"Banana Alley [E], Queensbridge St [S], William St [W], Market St [N]",70,250,180,,250,70,350,170,,,,,115,52,219,,,9,138,220,,,13,55,6,,,0,55,0,,,,,,,,,,,,,386,22,408,367,225,592,74,190,264,55,445,500,,,,,,,185,697,0,882,2017,53,86,90,121,134,145,130,123,POINT (144.96138 -37.81992),"-37.81992, 144.96138"
VIC,Melbourne,4443,-37.8211,144.955046,4,"Flinders St towards Spring St [E], Spencer St [S], Flinders St [W], Spencer St [N]",70,250,162,342,250,70,342,162,,,,,6,38,2,,,14,25,137,,,8,0,2,,,1,51,3,,,,,,,,,,,,,46,23,69,176,57,233,10,66,76,55,141,196,,,,,,,74,200,13,287,2017,28,24,39,33,36,34,47,46,POINT (144.955046 -37.8211),"-37.8211, 144.955046"
VIC,Melbourne,4411,-37.796627,144.951172,4,"Gatehouse St [NE], Flemington Rd [SE], Harker St [SW], Flemington Rd [NW]",45,225,135,315,225,45,315,135,,,,,3,21,4,,,2,9,329,,,37,15,15,,,0,46,1,,,,,,,,,,,,,28,39,67,340,64,404,67,31,98,47,348,395,,,,,,,159,305,18,482,2015,24,36,48,47,72,84,80,91,POINT (144.951172 -37.796627),"-37.796627, 144.951172"
VIC,Melbourne,4417,-37.808903,144.966278,4,"La Trobe St [E], Russell St (city) [S], La Trobe St [W], Russell St [N]",70,250,160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,536,7,742,2016,29,56,73,76,120,129,146,113,POINT (144.966278 -37.808903),"-37.808903, 144.966278"
VIC,Melbourne,4418,-37.809248,144.972971,4,"Nicholson St [N], Albert St [E], Nicholson St [S], Lonsdale St [W]",8,188,98,278,188,8,250,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,379,2,562,2016,26,43,52,73,79,102,90,97,POINT (144.972971 -37.809248),"-37.809248, 144.972971"
VIC,Melbourne,4425,-37.811039,144.958847,4,"La Trobe towards Exhibition St [E], Queen St [S], La Trobe St [W], Queen St [N]",70,250,160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,522,2,695,2016,35,52,60,93,111,127,105,112,POINT (144.958847 -37.811039),"-37.811039, 144.958847"
VIC,Melbourne,4436,-37.817448,144.967438,4,"Flinders St [E], Swanston St [S], Flinders St [W], Swanston St [N]",70,250,160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532,1259,0,1791,2016,104,99,221,237,279,309,316,226,POINT (144.967438 -37.817448),"-37.817448, 144.967438"
VIC,Melbourne,4399,-37.787979,144.959,2,"Royal Pde/shared path [N], Royal Pde/shared path [S]",5,185,186,6,,,,,,,,,1393,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,1393,32,1425,32,1393,1425,,,,,,,,,,,,,612,813,0,1425,2017,72,78,126,160,204,240,258,287,POINT (144.959 -37.787979),"-37.787979, 144.959"
VIC,Melbourne,4450,-37.825213,144.957006,5,"Whiteman St [NE], Clarendon St [S], Whiteman St [SW], Normanby Rd/Trail [SW], Clarendon St [N]",50,230,160,340,213,33,236,56,340,160,,,0,3,29,3,,3,0,2,208,,0,0,0,67,,15,3,0,435,,6,119,50,246,,,,,,,35,24,59,213,122,335,67,53,120,453,277,730,421,713,1134,,,,315,871,3,1189,2017,96,133,105,147,150,194,168,196,POINT (144.957006 -37.825213),"-37.825213, 144.957006"
VIC,Melbourne,4418,-37.809248,144.972971,4,"Nicholson St [N], Albert St [E], Nicholson St [S], Lonsdale St [W]",8,188,98,278,188,8,250,70,,,,,24,153,15,,,24,40,153,,,25,4,0,,,5,20,6,,,,,,,,,,,,,192,54,246,217,48,265,29,199,228,31,168,199,,,,,,,,,469,469,2010,,,,,,,,,POINT (144.972971 -37.809248),"-37.809248, 144.972971"
VIC,Melbourne,4441,-37.820346,144.957546,4,"Flinders St towards Spring St [E], King St [S], Flinders St [W], King St [N]",70,250,160,340,250,70,340,160,,,,,1,53,12,,,20,3,55,,,21,1,3,,,7,15,1,,,,,,,,,,,,,66,48,114,78,17,95,25,57,82,23,70,93,,,,,,,,,192,192,2010,,,,,,,,,POINT (144.957546 -37.820346),"-37.820346, 144.957546"
VIC,Melbourne,4417,-37.808903,144.966278,4,"La Trobe St [E], Russell St (city) [S], La Trobe St [W], Russell St [N]",70,250,160,340,250,70,340,160,,,,,18,179,2,,,1,4,7,,,41,16,6,,,3,48,17,,,,,,,,,,,,,199,45,244,12,82,94,63,200,263,68,15,83,,,,,,,,,342,342,2011,,,,,,,,,POINT (144.966278 -37.808903),"-37.808903, 144.966278"
VIC,Melbourne,4437,-37.818424,144.973917,3,"The footbridge [E], William Barak Footbridge [SE], Path to Swanston St [W]",86,266,113,293,267,87,,,,,,,2,475,,,,2,199,,,,118,51,,,,,,,,,,,,,,,,,,,477,120,597,201,53,254,169,674,843,,,,,,,,,,,,847,847,2012,,,,,,,,,POINT (144.973917 -37.818424),"-37.818424, 144.973917"
VIC,Melbourne,4442,-37.821009,144.947427,4,"Collins St (city) [E], Harbour Esp [S], Collins St [W], Harbour Esp [N]",70,250,168,348,250,70,345,165,,,,,0,0,2,,,3,8,103,,,5,3,6,,,55,574,36,,,,,,,,,,,,,2,63,65,114,577,691,14,44,58,665,111,776,,,,,,,,,795,795,2012,,,,,,,,,POINT (144.947427 -37.821009),"-37.821009, 144.947427"
VIC,Melbourne,4447,-37.823317,144.970126,4,"Linlithgow Ave [E], St Kilda Rd [S], Southbank Blvd [W], St Kilda Rd [N]",70,250,160,340,250,70,340,160,,,,,12,74,23,,,3,18,539,,,17,5,79,,,10,380,59,,,,,,,,,,,,,109,30,139,560,397,957,101,151,252,449,641,1090,,,,,,,,,1219,1219,2012,,,,,,,,,POINT (144.970126 -37.823317),"-37.823317, 144.970126"
VIC,Melbourne,4448,-37.823795,144.947479,3,"Capital City Trail [E], Path to marina [S], Webb Bridge [N]",100,280,190,10,345,165,,,,,,,29,199,,,,27,25,,,,281,105,,,,,,,,,,,,,,,,,,,228,308,536,52,134,186,386,224,610,,,,,,,,,,,,666,666,2012,,,,,,,,,POINT (144.947479 -37.823795000000004),"-37.823795, 144.947479"
VIC,Melbourne,4449,-37.824209,144.952186,4,"South Wharf Prom [E], Capital City Trail [SE], Capital City Trail [W], Seafarers Bridge [N]",83,263,125,305,262,82,340,160,,,,,5,0,0,,,220,57,0,,,283,36,2,,,0,14,5,,,,,,,,,,,,,5,503,508,277,55,332,321,62,383,19,2,21,,,,,,,,,622,622,2012,,,,,,,,,POINT (144.952186 -37.824209),"-37.824209, 144.952186"
VIC,Melbourne,4411,-37.796627,144.951172,4,"Gatehouse St [NE], Flemington Rd [SE], Harker St [SW], Flemington Rd [NW]",45,225,135,315,225,45,315,135,,,,,1,32,12,,,1,1,20,,,28,9,3,,,4,313,5,,,,,,,,,,,,,45,33,78,22,323,345,40,38,78,322,35,357,,,,,,,,,429,429,2013,,,,,,,,,POINT (144.951172 -37.796627),"-37.796627, 144.951172"
VIC,Melbourne,4416,-37.808155,144.968765,4,"Exhibition St [N], La Trobe St [E], Exhibition St [S], La Trobe St [W]",6,186,70,250,160,340,250,70,,,,,0,435,202,,,2,12,93,,,24,2,13,,,8,26,39,,,,,,,,,,,,,637,34,671,107,28,135,39,486,525,73,308,381,,,,,,,,,856,856,2013,,,,,,,,,POINT (144.968765 -37.808155),"-37.808155, 144.968765"
VIC,Melbourne,4421,-37.809612,144.963791,4,"La Trobe St [E], Swanston St (city) [S], La Trobe St [W], Swanston St [N]",70,250,160,340,250,70,340,160,,,,,50,243,11,,,13,16,270,,,105,20,8,,,8,469,22,,,,,,,,,,,,,304,126,430,299,539,838,133,281,414,499,289,788,,,,,,,,,1235,1235,2013,,,,,,,,,POINT (144.963791 -37.809612),"-37.809612, 144.963791"
VIC,Melbourne,4430,-37.81321,144.951431,4,"La Trobe St [E], Spencer St [S], La Trobe St [W], Spencer St [N]",70,250,160,340,250,70,340,160,,,,,3,117,2,,,11,5,30,,,275,27,6,,,5,57,5,,,,,,,,,,,,,122,291,413,46,87,133,308,127,435,67,38,105,,,,,,,,,543,543,2013,,,,,,,,,POINT (144.951431 -37.81321),"-37.81321, 144.951431"
